gCSD16_DEN_10	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
gCSD16_NYC_5	NA	NODE_3772_length_1212_cov_7.284356	3	1172	-	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	390	585	66.67	99.74	390	WP_001096392.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
gCSD16_NYC_5	NA	NODE_381_length_3660_cov_5.545076	209	943	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	245	245	100.00	99.59	245	WP_001038790.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
gCSD16_NYC_5	NA	NODE_408219_length_281_cov_1.207965	9	281	+	qacF	quaternary ammonium compound efflux SMR transporter QacF	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	91	110	82.73	96.70	91	WP_043876060.1	quaternary ammonium compound efflux SMR transporter QacF	NA	NA
gCSD16_NYC_5	NA	NODE_427_length_3403_cov_10.532855	1067	2608	-	qacA	quaternary ammonium compound efflux MFS transporter QacA	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	514	514	100.00	100.00	514	WP_000622776.1	quaternary ammonium compound efflux MFS transporter QacA	NA	NA
gCSD16_NYC_5	NA	NODE_44982_length_506_cov_1.811530	3	167	+	qacL	quaternary ammonium compound efflux SMR transporter QacL	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	55	110	50.00	100.00	55	WP_015060824.1	quaternary ammonium compound efflux SMR transporter QacL	NA	NA
gCSD16_NYC_5	NA	NODE_494_length_3145_cov_12.642718	2563	3144	-	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	194	284	68.31	100.00	194	WP_011117480.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NA	NA
gCSD16_NYC_5	NA	NODE_5433_length_1058_cov_2.765703	117	929	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.00	100.00	271	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
gCSD16_NYC_5	NA	NODE_583_length_2850_cov_4.035063	311	1687	-	tet(K)	tetracycline efflux MFS transporter Tet(K)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	459	459	100.00	100.00	459	WP_000492283.1	tetracycline efflux MFS transporter Tet(K)	NA	NA
gCSD16_NYC_5	NA	NODE_7486_length_936_cov_2.471056	2	832	-	msr(E)	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	277	491	56.42	100.00	277	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)	NA	NA
gCSD16_NYC_5	NA	NODE_78979_length_431_cov_24.726064	58	378	-	qacC	quaternary ammonium compound efflux SMR transporter QacC	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	107	107	100.00	100.00	107	WP_001146389.1	quaternary ammonium compound efflux SMR transporter QacC	NA	NA
gCSD16_NYC_5	NA	NODE_802_length_2368_cov_11.014267	1623	2354	-	erm(C)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	244	244	100.00	100.00	244	WP_001003264.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	NA	NA
gCSD16_NYC_5	NA	NODE_916823_length_247_cov_1.541667	2	247	+	bleO	bleomycin binding protein	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	PARTIAL_CONTIG_ENDX	82	134	61.19	100.00	82	WP_001242578.1	bleomycin binding protein	NA	NA
gCSD16_NYC_6	NA	NODE_10257_length_707_cov_2.464724	230	706	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIAL_CONTIG_ENDX	159	267	59.55	100.00	159	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
gCSD16_NYC_6	NA	NODE_1036028_length_230_cov_3.142857	3	230	+	qacE	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	76	115	66.09	100.00	76	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
gCSD16_NYC_6	NA	NODE_12981_length_651_cov_3.463087	1	591	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	PARTIAL_CONTIG_ENDX	197	279	70.61	100.00	197	WP_000259018.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
gCSD16_NYC_6	NA	NODE_1398_length_1872_cov_3.220693	636	1532	+	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	299	299	100.00	100.00	299	WP_000196697.1	Mph(C) family macrolide 2'-phosphotransferase	NA	NA
gCSD16_NYC_6	NA	NODE_252359_length_291_cov_3.682203	1	291	+	lnu(A)	lincosamide nucleotidyltransferase Lnu(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	PARTIAL_CONTIG_ENDX	97	161	60.25	98.97	97	WP_001829870.1	lincosamide nucleotidyltransferase Lnu(A)	NA	NA
gCSD16_NYC_6	NA	NODE_29570_length_507_cov_0.827434	65	505	+	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	147	281	52.31	97.96	147	WP_000733281.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	NA	NA
gCSD16_NYC_6	NA	NODE_3689_length_1087_cov_6.172481	468	788	-	qacC	quaternary ammonium compound efflux SMR transporter QacC	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	BLASTX	107	107	100.00	99.07	107	WP_001146389.1	quaternary ammonium compound efflux SMR transporter QacC	NA	NA
gCSD16_NYC_6	NA	NODE_4465_length_989_cov_3.687366	1	912	-	msr(A)	ABC-F type ribosomal protection protein Msr(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	304	488	62.30	100.00	304	WP_000438874.1	ABC-F type ribosomal protection protein Msr(A)	NA	NA
gCSD16_NYC_6	NA	NODE_4717_length_963_cov_2.194934	2	961	+	vga(A)	ABC-F type ribosomal protection protein Vga(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	PARTIAL_CONTIG_ENDX	320	522	61.30	99.69	320	WP_002449123.1	ABC-F type ribosomal protection protein Vga(A)-LC	NA	NA
gCSD16_NYC_6	NA	NODE_476912_length_262_cov_0.927536	3	260	-	dfrG	trimethoprim-resistant dihydrofolate reductase DfrG	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	PARTIAL_CONTIG_ENDX	86	165	52.12	100.00	86	WP_000868795.1	trimethoprim-resistant dihydrofolate reductase DfrG	NA	NA
gCSD16_NYC_6	NA	NODE_5531_length_897_cov_1.931116	1	852	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN	PARTIAL_CONTIG_ENDX	284	405	70.12	98.94	284	WP_014636304.1	macrolide efflux MFS transporter Mef(A)	NA	NA
gCSD16_NYC_6	NA	NODE_566_length_3248_cov_4.127466	916	2457	-	qacB	quaternary ammonium compound efflux MFS transporter QacB	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	BLASTX	514	514	100.00	99.42	514	WP_000622778.1	quaternary ammonium compound efflux MFS transporter QacB	NA	NA
gCSD16_NYC_6	NA	NODE_615634_length_252_cov_0.974619	1	180	-	qacG	quaternary ammonium compound efflux SMR transporter QacG	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	60	107	56.07	100.00	60	WP_015740450.1	quaternary ammonium compound efflux SMR transporter QacG	NA	NA
gCSD16_NYC_6	NA	NODE_640344_length_250_cov_0.984615	2	250	+	qacG2	quaternary ammonium compound efflux SMR transporter QacG2	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	83	110	75.45	100.00	83	WP_031943052.1	quaternary ammonium compound efflux SMR transporter QacG2	NA	NA
gCSD16_NYC_6	NA	NODE_832_length_2559_cov_3.567492	1713	2444	-	erm(C)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	244	244	100.00	100.00	244	WP_001003264.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	NA	NA
gCSD16_NYC_6	NA	NODE_90669_length_381_cov_2.046012	40	381	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	114	126	90.48	95.61	114	WP_001284656.1	penicillinase repressor BlaI	NA	NA
gCSD16_NYC_6	NA	NODE_972767_length_233_cov_1.247191	1	201	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	67	126	53.17	95.52	67	WP_001284656.1	penicillinase repressor BlaI	NA	NA
gCSD16_NYC_7	NA	NODE_1012929_length_218_cov_1.177914	18	218	-	bleO	bleomycin binding protein	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	PARTIAL_CONTIG_ENDX	67	134	50.00	100.00	67	WP_001242578.1	bleomycin binding protein	NA	NA
gCSD16_NYC_7	NA	NODE_102148_length_617_cov_6.380783	2	616	+	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	205	284	72.18	98.54	205	WP_063844894.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NA	NA
gCSD16_NYC_7	NA	NODE_10520_length_2733_cov_5.155340	200	856	+	catA16	type A-16 chloramphenicol O-acetyltransferase CatQ	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	BLASTX	219	219	100.00	99.54	219	WP_063843220.1	type A-16 chloramphenicol O-acetyltransferase CatQ	NA	NA
gCSD16_NYC_7	NA	NODE_1060403_length_215_cov_1.200000	3	194	+	qacG	quaternary ammonium compound efflux SMR transporter QacG	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	64	107	59.81	98.44	64	WP_015740450.1	quaternary ammonium compound efflux SMR transporter QacG	NA	NA
gCSD16_NYC_7	NA	NODE_1062266_length_215_cov_1.200000	1	213	-	fosA8	FosA8 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	PARTIAL_CONTIG_ENDX	71	141	50.35	94.37	71	WP_063277905.1	fosfomycin resistance glutathione transferase FosA8	NA	NA
gCSD16_NYC_7	NA	NODE_11377_length_2591_cov_5.641167	278	1096	+	blaOXA	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	BLASTX	273	273	100.00	98.90	273	WP_002121386.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-500	NA	NA
gCSD16_NYC_7	NA	NODE_124012_length_540_cov_10.534021	196	516	+	qacC	quaternary ammonium compound efflux SMR transporter QacC	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	107	107	100.00	100.00	107	WP_001146389.1	quaternary ammonium compound efflux SMR transporter QacC	NA	NA
gCSD16_NYC_7	NA	NODE_129_length_92507_cov_14.704614	87117	87539	-	fosA	FosA/FosA2 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	141	141	100.00	90.07	141	WP_025205684.1	fosfomycin resistance glutathione transferase FosA2	NA	NA
gCSD16_NYC_7	NA	NODE_13683_length_2298_cov_3.249220	390	1853	-	msr(A)	ABC-F type ribosomal protection protein Msr(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	488	488	100.00	99.80	488	WP_000438874.1	ABC-F type ribosomal protection protein Msr(A)	NA	NA
gCSD16_NYC_7	NA	NODE_1375_length_17589_cov_6.173092	11066	12238	+	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	BLASTX	391	391	100.00	92.07	391	WP_002914189.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	NA	NA
gCSD16_NYC_7	NA	NODE_1375_length_17589_cov_6.173092	12265	15414	+	oqxB	multidrug efflux RND transporter permease subunit OqxB	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	BLASTX	1050	1050	100.00	96.95	1050	WP_040224644.1	multidrug efflux RND transporter permease subunit OqxB27	NA	NA
gCSD16_NYC_7	NA	NODE_15591_length_2113_cov_3.851798	912	1733	-	blaOXA-652	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-652	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.00	100.00	274	WP_058951457.1	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-652	NA	NA
gCSD16_NYC_7	NA	NODE_1705_length_14762_cov_5.054260	9701	10543	-	blaOXA	OXA-274 family carbapenem-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	BLASTX	281	281	100.00	98.93	281	WP_004816501.1	OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-275	NA	NA
gCSD16_NYC_7	NA	NODE_18238_length_1909_cov_39.661812	1001	1801	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
gCSD16_NYC_7	NA	NODE_18238_length_1909_cov_39.661812	165	998	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
gCSD16_NYC_7	NA	NODE_189898_length_410_cov_2.766197	2	409	+	catA	type A-9 chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	PARTIAL_CONTIG_ENDX	136	216	62.96	98.53	136	WP_001010387.1	type A-9 chloramphenicol O-acetyltransferase	NA	NA
gCSD16_NYC_7	NA	NODE_192207_length_407_cov_3.215909	3	317	+	dfrA40	trimethoprim-resistant dihydrofolate reductase DfrA40	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	PARTIAL_CONTIG_ENDX	105	170	61.76	99.05	105	WP_034702334.1	trimethoprim-resistant dihydrofolate reductase DfrA40	NA	NA
gCSD16_NYC_7	NA	NODE_223158_length_375_cov_1.500000	2	373	-	blaIND	IND family subclass B1 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	PARTIAL_CONTIG_ENDX	124	243	51.03	100.00	124	WP_034735890.1	subclass B1 metallo-beta-lactamase IND-2	NA	NA
gCSD16_NYC_7	NA	NODE_239574_length_361_cov_1.686275	28	360	+	dfrG	trimethoprim-resistant dihydrofolate reductase DfrG	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	PARTIAL_CONTIG_ENDX	111	165	67.27	100.00	111	WP_000868795.1	trimethoprim-resistant dihydrofolate reductase DfrG	NA	NA
gCSD16_NYC_7	NA	NODE_25469_length_1553_cov_2.924566	846	1553	-	aph(3')-VI	APH(3')-VI family aminoglycoside O-phosphotransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	BLASTX	236	259	91.12	98.31	236	WP_014386410.1	APH(3')-VI family aminoglycoside O-phosphotransferase	NA	NA
gCSD16_NYC_7	NA	NODE_26951_length_1497_cov_3.192788	141	1496	+	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	452	585	77.26	96.90	452	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
gCSD16_NYC_7	NA	NODE_272_length_54730_cov_12.503704	29523	32672	-	oqxB	multidrug efflux RND transporter permease subunit OqxB	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	BLASTX	1050	1050	100.00	90.19	1050	WP_040224644.1	multidrug efflux RND transporter permease subunit OqxB27	NA	NA
gCSD16_NYC_7	NA	NODE_2751_length_9228_cov_53.616265	7814	8641	-	blaOXA	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	276	276	100.00	94.57	276	WP_000854009.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-235	NA	NA
gCSD16_NYC_7	NA	NODE_311175_length_316_cov_1.103448	2	316	-	vanXY-C	D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	105	190	55.26	100.00	105	WP_010749757.1	D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C	NA	NA
gCSD16_NYC_7	NA	NODE_327532_length_307_cov_4.011905	1	252	+	lnu(A)	lincosamide nucleotidyltransferase Lnu(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	PARTIAL_CONTIG_ENDX	84	161	52.17	100.00	84	WP_001829870.1	lincosamide nucleotidyltransferase Lnu(A)	NA	NA
gCSD16_NYC_7	NA	NODE_32771_length_1319_cov_4.059335	453	830	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	99.21	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
gCSD16_NYC_7	NA	NODE_32877_length_1316_cov_22.739889	524	1315	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN	PARTIAL_CONTIG_ENDX	264	408	64.71	99.24	264	WP_012102963.1	macrolide efflux MFS transporter Mef(A)	NA	NA
gCSD16_NYC_7	NA	NODE_370_length_45100_cov_30.868909	33548	35464	+	tet(32)	tetracycline resistance ribosomal protection protein Tet(32)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_002602099.1	tetracycline resistance ribosomal protection protein Tet(32)	NA	NA
gCSD16_NYC_7	NA	NODE_4025_length_6223_cov_20.857166	4619	5767	-	blaADC	ADC family extended-spectrum class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTX	383	383	100.00	98.69	383	WP_004790939.1	extended-spectrum class C beta-lactamase ADC-135	NA	NA
gCSD16_NYC_7	NA	NODE_43611_length_1099_cov_4.408046	821	1099	+	dfrA44	trimethoprim-resistant dihydrofolate reductase DfrA44	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	PARTIAL_CONTIG_ENDX	93	176	52.84	96.77	93	WP_204376220.1	trimethoprim-resistant dihydrofolate reductase DfrA44	NA	NA
gCSD16_NYC_7	NA	NODE_4580_length_5437_cov_14.257711	1957	2793	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
gCSD16_NYC_7	NA	NODE_4580_length_5437_cov_14.257711	2790	3134	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
gCSD16_NYC_7	NA	NODE_4580_length_5437_cov_14.257711	3301	4077	-	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	BLASTX	259	263	98.48	100.00	259	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NA	NA
gCSD16_NYC_7	NA	NODE_4687_length_5306_cov_40.005523	3841	5052	-	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTX	404	404	100.00	100.00	404	WP_000214119.1	chloramphenicol/florfenicol efflux MFS transporter FloR	NA	NA
gCSD16_NYC_7	NA	NODE_51907_length_982_cov_6.278317	119	961	-	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	281	281	100.00	98.93	281	WP_000733274.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	NA	NA
gCSD16_NYC_7	NA	NODE_52_length_147605_cov_50.384873	34997	35524	-	dfrA44	trimethoprim-resistant dihydrofolate reductase DfrA44	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	176	176	100.00	100.00	176	WP_204376220.1	trimethoprim-resistant dihydrofolate reductase DfrA44	NA	NA
gCSD16_NYC_7	NA	NODE_5964_length_4258_cov_54.760409	1992	2804	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
gCSD16_NYC_7	NA	NODE_63504_length_857_cov_2.522444	2	856	+	vga(A)	ABC-F type ribosomal protection protein Vga(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	PARTIAL_CONTIG_ENDX	285	522	54.60	99.65	285	WP_002440627.1	ABC-F type ribosomal protection protein Vga(A)	NA	NA
gCSD16_NYC_7	NA	NODE_642220_length_248_cov_1.989637	2	247	+	fosB	FosB family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	PARTIAL_CONTIG_ENDX	82	142	57.75	98.78	82	WP_002437790.1	FosB family fosfomycin resistance bacillithiol transferase	NA	NA
gCSD16_NYC_7	NA	NODE_7129_length_3653_cov_7.834908	2440	3651	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIAL_CONTIG_ENDX	404	639	63.22	100.00	404	WP_000691741.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
gCSD16_NYC_7	NA	NODE_7239_length_3607_cov_11.700169	1999	3147	-	blaADC	ADC family extended-spectrum class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTX	383	383	100.00	98.69	383	WP_063857796.1	extended-spectrum class C beta-lactamase ADC-22	NA	NA
gCSD16_NYC_7	NA	NODE_7587_length_3479_cov_4.799357	1143	2684	-	qacA	quaternary ammonium compound efflux MFS transporter QacA	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	BLASTX	514	514	100.00	99.42	514	WP_000622776.1	quaternary ammonium compound efflux MFS transporter QacA	NA	NA
gCSD16_NYC_7	NA	NODE_76102_length_758_cov_1.476529	46	756	+	str	streptomycin adenylyltransferase Str	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIAL_CONTIG_ENDX	237	282	84.04	100.00	237	WP_010711054.1	streptomycin adenylyltransferase Str	NA	NA
gCSD16_NYC_7	NA	NODE_83242_length_711_cov_8.164634	61	555	+	dfrA22	trimethoprim-resistant dihydrofolate reductase DfrA22	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	165	165	100.00	100.00	165	WP_032667553.1	trimethoprim-resistant dihydrofolate reductase DfrA22	NA	NA
gCSD16_NYC_7	NA	NODE_85803_length_697_cov_1.238318	1	600	-	erm(A)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	200	243	82.30	100.00	200	WP_000810833.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	NA	NA
gCSD16_NYC_7	NA	NODE_86562_length_692_cov_3.700157	1	666	+	erm(C)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	222	244	90.98	99.10	222	WP_001003264.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	NA	NA
gCSD16_NYC_7	NA	NODE_91363_length_667_cov_1.459150	139	666	-	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	PARTIAL_CONTIG_ENDX	176	271	64.94	99.43	176	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
gCSD16_NYC_7	NA	NODE_9215_length_2994_cov_13.616876	1492	2310	-	blaOXA	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	BLASTX	273	273	100.00	99.63	273	WP_004792810.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-305	NA	NA
gCSD16_NYC_7	NA	NODE_922_length_24272_cov_36.952719	22856	24004	-	blaADC	ADC family extended-spectrum class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTX	383	383	100.00	95.04	383	WP_004700205.1	extended-spectrum class C beta-lactamase ADC-133	NA	NA
gCSD16_NYC_7	NA	NODE_946_length_23828_cov_9.366971	522	1247	-	blaPST	PST family subclass B1 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	BLASTX	242	242	100.00	97.11	242	WP_150823494.1	subclass B1 metallo-beta-lactamase PST-2	NA	NA
gCSD16_NYC_7	NA	NODE_97895_length_636_cov_1.929432	375	635	-	dfrG	trimethoprim-resistant dihydrofolate reductase DfrG	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	PARTIAL_CONTIG_ENDX	87	165	52.73	95.40	87	WP_000868795.1	trimethoprim-resistant dihydrofolate reductase DfrG	NA	NA
gCSD16_NYC_8	NA	NODE_1093_length_3748_cov_9.707826	1412	2953	-	qacA	quaternary ammonium compound efflux MFS transporter QacA	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	BLASTX	514	514	100.00	99.81	514	WP_000622776.1	quaternary ammonium compound efflux MFS transporter QacA	NA	NA
